Num,Timestamp,Current_J0,Temperature_T0,Current_J1,Temperature_J1,Current_J2,Temperature_J2,Current_J3,Temperature_J3,Current_J4,Temperature_J4,Current_J5,Temperature_J5,Speed_J0,Speed_J1,Speed_J2,Speed_J3,Speed_J4,Speed_J5,Tool_current,cycle,Robot_ProtectiveStop,grip_lost,avg_current,avg_temperature,avg_speed
26,2022-10-26 08:17:47.011000+00:00,-0.13397204875946,27.9375,-2.08642959594726,29.4375,-1.34616768360137,29.5,-0.576570391654968,32.3125,-0.0422876328229904,32.4375,0.0635061860084533,32.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.083918809890747,1,0,False,-0.6869868611295992,30.635416666666668,0.0
27,2022-10-26 08:17:48.015000+00:00,-0.132555454969406,27.9375,-2.08828687667846,29.5,-1.32986235618591,29.5,-0.579483449459075,32.3125,-0.053200326859951,32.4375,0.0985790565609932,32.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0826457738876342,1,0,False,-0.6808015679319682,30.645833333333332,0.0
28,2022-10-26 08:17:49.021000+00:00,-0.13732573390007,27.9375,-2.08002924919128,29.4375,-1.33481466770172,29.5,-0.573686003684997,32.3125,-0.0298852082341909,32.5,0.0753889828920364,32.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0845122933387756,1,0,False,-0.6800586466367036,30.645833333333332,0.0
29,2022-10-26 08:17:50.024000+00:00,-0.14347830414772,27.9375,-2.07472729682922,29.5,-1.33399891853332,29.5,-0.562747836112976,32.3125,-0.0162519477307796,32.4375,0.0739454180002212,32.1875,0.0,0.0,0.0,2.83168606074468e-06,0.0,0.0,0.0864649415016174,1,0,False,-0.6762098142256324,30.645833333333332,4.7194767679078003e-07
30,2022-10-26 08:17:51.027000+00:00,-0.138683781027793,27.9375,-2.07731986045837,29.5,-1.33248901367187,29.5,-0.524802207946777,32.25,-0.00235558860003948,32.4375,0.0819147452712059,32.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0863787531852722,1,0,False,-0.6656226177389407,30.635416666666668,0.0
31,2022-10-26 08:17:52.031000+00:00,-0.0944297686219215,27.9375,-1.93108677864074,29.5,-1.40364456176757,29.5625,-0.544737815856933,32.3125,0.0811936855316162,32.5,0.0467309728264808,32.25,2.20284118591861e-41,0.00143676018342375,1.14106767648717e-24,0.00133281445596367,-6.48842833470553e-05,-0.00049880554433912,0.0826457738876342,1,1,False,-0.640995711088178,30.677083333333332,0.0003676474686168741
32,2022-10-26 08:17:53.036000+00:00,-0.0643498301506042,27.9375,-1.82972979545593,29.4375,-1.46646857261657,29.5625,-0.50596135854721,32.3125,0.0559080988168716,32.5,0.162888258695602,32.25,0.0,0.0,0.0,0.0,1.60058145961884e-21,0.0,0.088331401348114,1,1,False,-0.6079521998763068,30.666666666666668,2.6676357660314e-22
33,2022-10-26 08:17:54.050000+00:00,-0.0837619975209236,27.9375,-1.9551842212677,29.5,-1.45539057254791,29.5625,-0.513757705688476,32.3125,0.0688748359680175,32.5,0.118648722767829,32.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0915572047233581,1,1,False,-0.6367618230481938,30.677083333333332,0.0
34,2022-10-26 08:17:55.055000+00:00,-0.0692683756351471,27.9375,-2.00687599182128,29.5,-1.43714499473571,29.5625,-0.510059177875518,32.3125,0.0387010388076305,32.5,0.0908213555812835,32.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0878241062164306,1,0,False,-0.6489710242797901,30.677083333333332,0.0
35,2022-10-26 08:17:56.057000+00:00,0.11604780703783,27.9375,-1.64106082916259,29.5,-0.927237153053283,29.5625,-0.853869795799255,32.3125,0.115647718310356,32.5,-0.202345103025436,32.25,0.0415669791400432,0.00069745018845424,0.000501225236803293,-0.0969281643629074,-0.0171633157879114,0.0553449131548404,0.0896044969558715,1,0,False,-0.565469559282063,30.677083333333332,-0.0026634854051129433
36,2022-10-26 08:17:57.060000+00:00,-0.122064352035522,27.9375,-1.48049283027648,29.5,-0.814090013504028,29.625,-0.841177701950073,32.3125,-0.158142611384391,32.5,-0.268138796091079,32.25,0.123835705220699,-0.003675636369735,-0.000587299175094813,-0.211214005947113,-0.0469642095267772,0.0497147664427757,0.083239197731018,1,0,False,-0.614017717540262,30.6875,-0.014815113225874222
37,2022-10-26 08:17:58.065000+00:00,-0.16007424890995,27.9375,-2.64363360404968,29.4375,-0.86875295639038,29.625,-0.785635709762573,32.3125,-0.0729947090148925,32.5,-0.0773100554943084,32.25,-5.49384385521989e-05,0.0,0.0,0.0,0.0,0.0,0.0896906852722168,1,0,False,-0.7680668806036306,30.677083333333332,-9.156406425366482e-06
38,2022-10-26 08:17:59.067000+00:00,-0.206516861915588,27.9375,-2.28288698196411,29.5,-0.874809741973877,29.625,-0.317607104778289,32.3125,0.0929892137646675,32.5625,0.165991067886352,32.25,-0.18722128868103,0.0012718423968181,-0.008958475664258,0.165748432278633,0.00633684964850544,0.014060971327126,0.083239197731018,1,0,False,-0.5704734014968074,30.697916666666668,-0.0014602781157009087
39,2022-10-26 08:18:00.071000+00:00,-0.200057581067085,27.9375,-2.63061571121215,29.5,-0.977144598960876,29.625,-0.440253347158432,32.3125,0.0408623367547988,32.5,0.0849450528621673,32.25,0.0,0.0,0.0,6.76827158268886e-43,0.0,0.0,0.082559585571289,1,0,False,-0.6870439747969295,30.6875,1.1280452637814767e-43
40,2022-10-26 08:18:01.086000+00:00,-0.113190472126007,27.9375,-2.40566706657409,29.5,-1.08292090892791,29.625,-0.462624549865722,32.3125,0.0454576797783374,32.5625,0.0261739045381546,32.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0902841091156005,2,0,False,-0.6654619021962062,30.697916666666668,0.0
41,2022-10-26 08:18:02.090000+00:00,0.121461421251297,28.0,-1.97034299373626,29.5,-1.41351401805877,29.625,-0.819194197654724,32.3125,-0.110597245395183,32.5,-0.183322548866271,32.25,0.125178322196006,-0.000176838744664564,1.46505497298799e-15,-0.0599471405148506,-0.00303441053256392,-0.0714060291647911,0.0845122933387756,2,0,False,-0.7292515970766518,30.697916666666668,-0.0015643494601437849
42,2022-10-26 08:18:03.097000+00:00,-0.369926184415817,27.9375,-3.15593338012695,29.5,-1.07871663570404,29.625,-0.187145754694938,32.3125,-0.19995978474617,32.5625,0.259854078292846,32.3125,-0.388987481594085,-0.0667332857847213,-0.0479488261044025,0.433828979730606,0.112456880509853,0.00563709624111652,0.0908775925636291,2,0,False,-0.7886379435658449,30.708333333333332,0.008042227166394453
43,2022-10-26 08:18:04.098000+00:00,-0.616048991680145,27.9375,-1.66649949550628,29.5,-1.62232708930969,29.625,0.0214002393186092,32.375,0.158433273434638,32.5625,0.0306097939610481,32.3125,0.101344466209411,0.135760828852653,-2.51585102081298,0.374418556690216,0.0,-0.493793964385986,0.0769600868225097,2,0,False,-0.6157387116303031,30.71875,-0.39968685557444766
44,2022-10-26 08:18:05.105000+00:00,0.317540436983108,28.0,-2.72296166419982,29.5,-0.734569191932678,29.625,-0.869797945022583,32.3125,-0.240036234259605,32.5625,0.171397775411605,32.3125,-0.0126405013725161,-0.0362355969846248,0.0300115067511796,-0.541323363780975,0.0271037593483924,0.554572165012359,0.083239197731018,2,0,True,-0.6797378038366623,30.71875,0.0035813281623024995
45,2022-10-26 08:18:06.110000+00:00,0.399679094552993,27.9375,-1.64369809627532,29.5,-0.669086575508117,29.625,-0.863215923309326,32.375,-0.169384211301803,32.5625,0.172667145729064,32.3125,0.0707279294729232,-0.015849458053708,0.016680119559168802,-0.143898278474807,0.00597844365984201,0.076845683157444,0.0837464928627014,2,0,True,-0.4621730943520848,30.71875,0.0017474065534771692
46,2022-10-26 08:18:07.112000+00:00,0.109332635998725,27.9375,-1.56732714176177,29.5,-0.823336064815521,29.625,-0.636921405792236,32.375,0.000232665566727519,32.5625,0.0701948925852775,32.3125,0.0,0.0,0.0,-7.35974773484135e-20,0.0,0.0,0.18695044517517,2,0,False,-0.4746374030364662,30.71875,-1.2266246224735583e-20
47,2022-10-26 08:18:08.119000+00:00,0.0588304884731769,27.9375,-1.70833575725555,29.5625,-0.788180530071258,29.625,-0.653798282146453,32.375,-0.0191854406148195,32.5625,0.0652872547507286,32.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0845122933387756,2,0,False,-0.5075637111440291,30.729166666666668,0.0
48,2022-10-26 08:18:09.124000+00:00,0.0604330822825431,28.0,-1.79418063163757,29.5625,-0.786771893501281,29.625,-0.646631896495819,32.375,-0.0405640117824077,32.5625,0.0470582582056522,32.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0795062184333801,2,0,False,-0.5267761821548137,30.739583333333332,0.0
49,2022-10-26 08:18:10.139000+00:00,0.0548250153660774,28.0,-1.84794414043426,29.5625,-0.831333518028259,29.625,-0.583989739418029,32.375,-0.0302779376506805,32.625,0.0318334065377712,32.3125,0.0,0.0,0.0,-1.07945939007454e-26,0.0,0.0,0.0851057171821594,2,0,False,-0.5344811522712299,30.75,-1.7990989834575667e-27
50,2022-10-26 08:18:11.144000+00:00,-0.0387663953006267,28.0,-2.38830041885375,29.5625,-1.2425742149353,29.6875,-0.414694279432296,32.375,-0.0365152768790721,32.625,0.00500738294795155,32.3125,-0.0102315582334995,0.0,-0.0012663957895711,0.0221621729433536,0.0,-0.0126172034069895,0.0856992006301879,2,0,False,-0.6859738670755156,30.760416666666668,-0.00032549741445108294
51,2022-10-26 08:18:12.149000+00:00,-0.39385849237442,28.0,-2.65763306617736,29.5625,-1.85051655769348,29.6875,-0.0923166722059249,32.375,0.157761722803115,32.625,-0.167302548885345,32.375,-0.136901348829269,0.0119877066463232,-0.0376811884343624,0.651856958866119,-0.02617640607059,-0.511525392532348,0.0882453322410583,2,0,False,-0.8339776024222357,30.770833333333332,-0.008073278392354518
52,2022-10-26 08:18:13.158000+00:00,-0.209170222282409,28.0,-1.82730317115783,29.5,-1.72445201873779,29.625,-0.31721144914627,32.375,0.162849679589271,32.625,-0.142983496189117,32.375,0.0644828081130981,0.000753512722440064,-0.00293946056626737,0.195657163858413,-0.0057168286293745,-0.263059437274932,0.0812864899635315,2,0,False,-0.6763784463206908,30.75,-0.0018037069627704443
53,2022-10-26 08:18:14.161000+00:00,0.984270930290222,28.0,-1.14850914478302,29.5625,-0.39270469546318,29.625,-0.617329537868499,32.4375,-0.382666200399398,32.625,-0.210291981697082,32.375,0.0468830950558185,-0.0221848282963037,-0.0243371650576591,-0.230528727173805,-0.0320595949888229,0.132148578763008,0.083325445652008,2,0,False,-0.2945384383201595,30.770833333333332,-0.02167977361629403
54,2022-10-26 08:18:15.162000+00:00,-0.299174487590789,28.0,-2.26695203781127,29.5625,-1.31233656406402,29.6875,-0.297570049762725,32.4375,-0.342675924301147,32.625,0.233138799667358,32.375,-0.188076078891754,-0.0442189052700996,-0.0343958958983421,0.433072239160537,0.0790609344840049,-0.20946916937828,0.082559585571289,2,0,False,-0.7142617106437653,30.78125,0.0059955207010110355
55,2022-10-26 08:18:16.177000+00:00,-0.29578560590744,28.0,-2.03156280517578,29.5,-1.6306847333908,29.625,-0.402876079082489,32.375,0.106799945235252,32.625,0.0387084484100341,32.375,0.0,-0.00980792194604873,0.00709932437166571,0.000176039990037679,5.83606539179095e-27,-0.000756951456423848,0.0812004208564758,2,0,False,-0.7025668049852037,30.75,-0.0005482515067948648
56,2022-10-26 08:18:17.178000+00:00,0.202262610197067,28.0,-2.51068449020385,29.5625,-0.247334733605384,29.625,-1.03103029727935,32.4375,-0.139639556407928,32.625,0.214470654726028,32.375,-0.188545674085617,-0.0586910732090473,0.0592433325946331,-0.986024975776672,0.0468090549111366,1.13126671314239,0.0813726782798767,2,0,False,-0.5853259687622362,30.770833333333332,0.0006762295961372233
57,2022-10-26 08:18:18.178000+00:00,-0.0928742364048957,28.0,-1.69376254081726,29.5625,-0.820012807846069,29.6875,-0.643888413906097,32.4375,-0.123012714087963,32.625,0.0996728986501693,32.375,0.0,-0.000166859797900542,-7.19898962415754e-05,1.24849228936984e-22,6.67242971985615e-09,2.30521418416174e-05,0.0870583653450012,2,0,False,-0.5456463024020193,30.78125,-3.596514664513002e-05
58,2022-10-26 08:18:19.192000+00:00,-0.0944531038403511,28.0,-1.60027205944061,29.5625,-0.75484025478363,29.625,-0.667159497737884,32.4375,-0.0996377915143966,32.625,0.000295099336653947,32.375,0.0,0.0,0.0,0.0,0.0,0.0,0.168534159660339,2,0,True,-0.536011267996703,30.770833333333332,0.0
59,2022-10-26 08:18:20.195000+00:00,-0.0616091713309288,28.0,-1.67993259429931,29.5625,-0.769278764724731,29.6875,-0.672144711017608,32.4375,-0.0913779139518737,32.625,-0.00282208016142249,32.4375,0.0,0.0,0.0,0.0,-7.69789298392195e-41,0.0,0.0801857709884643,2,0,True,-0.5461942059143122,30.791666666666668,-1.2829821639869916e-41
60,2022-10-26 08:18:21.196000+00:00,-0.0723965764045715,28.0,-1.71337354183197,29.5625,-0.798495292663574,29.6875,-0.661113083362579,32.4375,-0.079485073685646,32.625,0.0108600882813334,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.088331401348114,2,0,True,-0.5523339132778345,30.791666666666668,0.0
61,2022-10-26 08:18:22.199000+00:00,-0.0896470695734024,28.0,-1.74068629741668,29.625,-0.793158411979675,29.6875,-0.669852614402771,32.4375,-0.0890309140086174,32.625,0.00816565286368131,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0769601464271545,2,0,True,-0.5623682757529107,30.802083333333332,0.0
62,2022-10-26 08:18:23.204000+00:00,-0.0907843634486198,28.0625,-1.76758551597595,29.625,-0.807277143001556,29.6875,-0.674916744232177,32.4375,-0.0943236798048019,32.6875,0.0367334149777889,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0870583653450012,2,0,True,-0.5663590052475526,30.822916666666668,0.0
63,2022-10-26 08:18:24.210000+00:00,-0.0872426331043243,28.0,-1.74892783164978,29.625,-0.807669520378112,29.6875,-0.642491102218627,32.4375,-0.0893671214580535,32.6875,0.0178032927215099,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0806930661201477,2,0,True,-0.5596491526812312,30.8125,0.0
64,2022-10-26 08:18:25.212000+00:00,-0.0846809074282646,28.0,-1.76326692104339,29.625,-0.829810976982116,29.6875,-0.649054765701294,32.4375,-0.0731123387813568,32.6875,0.000549220480024814,32.375,0.0,0.0,0.0,0.0,0.0,2.20752614284738e-22,0.0812864899635315,2,0,True,-0.5665627815760661,30.802083333333332,3.6792102380789664e-23
65,2022-10-26 08:18:26.215000+00:00,-0.0727502405643463,28.0625,-1.76740729808807,29.625,-0.851390242576599,29.6875,-0.659963905811309,32.4375,-0.0594755038619041,32.6875,-0.0060505005531013,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.097750186920166,2,0,True,-0.5695062819092216,30.822916666666668,0.0
66,2022-10-26 08:18:27.218000+00:00,-0.0521153844892978,28.0,-1.75765633583068,29.625,-0.842248082160949,29.6875,-0.659354329109191,32.5,-0.0417323559522628,32.6875,-0.000278387917205691,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0920644998550415,2,0,True,-0.5588974792432645,30.822916666666668,0.0
67,2022-10-26 08:18:28.223000+00:00,-0.0585228130221366,28.0625,-1.74109208583831,29.625,-0.841567575931549,29.6875,-0.651842951774597,32.5,-0.0651280432939529,32.6875,0.024980328977108,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0857853293418884,2,0,True,-0.5555288568139063,30.833333333333332,0.0
68,2022-10-26 08:18:29.225000+00:00,-0.0699231028556823,28.0625,-1.73951482772827,29.625,-0.840278029441833,29.6875,-0.659410893917083,32.5,-0.0729811489582061,32.6875,0.0197497345507144,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0789126753807067,2,0,True,-0.56039304472506,30.833333333333332,0.0
69,2022-10-26 08:18:30.229000+00:00,-0.0558233484625816,28.0625,-1.75080716609954,29.625,-0.845701813697814,29.75,-0.666786074638366,32.5,-0.0522804111242294,32.6875,0.0406697243452072,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0806930661201477,2,0,True,-0.5551215149462206,30.84375,0.0
70,2022-10-26 08:18:31.233000+00:00,-0.0886696577072143,28.0625,-1.77493166923522,29.625,-0.845317482948303,29.6875,-0.666264653205871,32.5,-0.059106707572937,32.6875,0.0105510605499148,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0845122933387756,2,0,True,-0.5706231850199385,30.833333333333332,0.0
71,2022-10-26 08:18:32.238000+00:00,-0.0622999817132949,28.0625,-1.75487995147705,29.625,-0.849886059761047,29.6875,-0.644469082355499,32.5,-0.0589805208146572,32.75,0.0436041690409183,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0794200301170349,2,0,True,-0.5544852378467716,30.84375,0.0
72,2022-10-26 08:18:33.241000+00:00,-0.0341045334935188,28.0625,-1.73538172245025,29.625,-0.855064868927002,29.6875,-0.635955929756164,32.5,-0.0785085186362266,32.6875,0.0271147191524505,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0789127349853515,2,0,True,-0.5519834756851185,30.833333333333332,0.0
73,2022-10-26 08:18:34.246000+00:00,-0.0583306103944778,28.0625,-1.73031342029571,29.625,-0.841850399971008,29.75,-0.657072961330413,32.5,-0.0878908932209014,32.6875,0.0240443833172321,32.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0909637212753295,2,0,True,-0.558568983649213,30.84375,0.0
74,2022-10-26 08:18:35.252000+00:00,-0.269420832395553,28.0625,-2.9186463356018,29.6875,-1.60113620758056,29.75,-0.1111905798316,32.5,0.114454999566078,32.75,-0.147103801369667,32.4375,-0.343941211700439,0.0045318710617721,-0.0465690717101097,0.640223860740661,-0.0193864293396472,-0.298612773418426,0.088331401348114,2,0,True,-0.8221737928688504,30.864583333333332,-0.010625625727698146
